polholder_age,polholder_BMCevol,polholder_diffdriver,polholder_gender,polholder_job,policy_age,policy_caruse,policy_nbcontract,prem_final,prem_freqperyear,prem_last,prem_market,prem_pure,vehicl_age,vehicl_agepurchase,vehicl_garage,vehicl_powerkw,vehicl_region,lapse
29,down,same,Male,normal,0,private or freelance work,1,597.35,4 per year,693.89,672.19,543.09,14,13,street,75 kW,Reg7,0
43,down,only partner,Female,normal,3,private or freelance work,1,550.83,4 per year,562.08,331.56,505.86,12,3,unknown,125-300 kW,Reg1,1
45,stable,only partner,Male,medical,8,unknown,1,215.76,1 per year,215.77,165.25,206.24,9,0,carport,100 kW,Reg10,0
59,up,same,Male,normal,11,unknown,1,400.67,1 per year,267.11,337.18,455.51,16,5,private garage,75 kW,Reg8,0
22,down,same,Male,normal,1,private or freelance work,1,498.28,1 per year,508.45,430.72,471.15,12,9,street,75 kW,Reg3,0
32,stable,only partner,Male,normal,0,private or freelance work,2,352.61,12 per year,352.63,348.36,352.63,9,9,underground garage,150 kW,Reg7,0
34,stable,only partner,Female,normal,0,private or freelance work,1,171.49,1 per year,171.5,232.62,171.5,12,9,underground garage,25-50 kW,Reg8,1
36,stable,only partner,Female,medical,3,private or freelance work,1,242.22,12 per year,242.24,180.05,242.24,18,9,unknown,25-50 kW,Reg3,0
29,stable,only partner,Male,normal,2,private or freelance work,1,481.94,4 per year,481.95,355.16,464.03,10,7,private garage,100 kW,Reg7,0
51,stable,same,Male,normal,8,unknown,1,149.96,4 per year,149.96,94.04,149.96,18,13,private estate,25-50 kW,Reg10,0
36,down,only partner,Male,medical,6,unknown,1,378.13,2 per year,385.85,221.14,342.98,6,0,private garage,150 kW,Reg1,0
67,down,only partner,Male,normal,0,private or freelance work,1,389.48,1 per year,397.43,487.29,316.01,16,11,private garage,75 kW,Reg4,0
41,down,only partner,Female,medical,0,private or freelance work,1,184.61,4 per year,188.37,254.83,177.57,14,5,private garage,125-300 kW,Reg7,0
37,down,all drivers > 24,Female,medical,2,private or freelance work,1,419.2,1 per year,427.75,399.31,366.64,16,10,parking deck,75 kW,Reg3,0
72,stable,same,Male,normal,0,private or freelance work,1,116.42,1 per year,116.44,152.06,116.44,18,2,private garage,25-50 kW,Reg11,0
58,down,only partner,Female,normal,2,private or freelance work,2,528.26,1 per year,539.04,455.93,484.45,3,3,parking deck,125-300 kW,Reg11,0
47,down,same,Male,medical,0,private or freelance work,1,606.38,2 per year,704.38,614.36,583.14,16,15,street,25-50 kW,Reg13,0
35,stable,same,Male,normal,1,private or freelance work,1,280.97,1 per year,280.99,373.1,280.99,10,6,underground garage,100 kW,Reg8,0
44,down,same,Female,medical,0,private or freelance work,1,542.86,4 per year,630.6,530.3,471.06,9,5,private garage,75 kW,Reg10,0
52,up,young drivers,Female,medical,0,private or freelance work,1,565.22,12 per year,403.73,786.29,544.06,11,11,carport,25-50 kW,Reg13,0
21,down,same,Female,medical,0,private or freelance work,1,681.37,2 per year,711.0,656.84,592.54,9,8,private garage,100 kW,Reg3,0
40,stable,only partner,Female,normal,2,private or freelance work,1,446.44,12 per year,446.45,419.6,429.99,12,8,street,75 kW,Reg14,1
40,stable,all drivers > 24,Female,medical,7,private or freelance work,1,366.0,2 per year,366.01,284.35,366.01,11,3,private garage,75 kW,Reg8,1
38,stable,same,Female,normal,2,private or freelance work,1,286.98,4 per year,286.99,388.95,300.75,14,9,street,75 kW,Reg2,1
70,stable,all drivers > 24,Male,normal,0,private or freelance work,1,303.94,4 per year,303.95,258.02,303.95,8,7,other,100 kW,Reg14,0
57,stable,same,Male,normal,11,unknown,1,272.84,1 per year,272.84,288.95,272.84,13,2,street,75 kW,Reg5,0
26,down,young drivers,Male,normal,0,private or freelance work,1,488.27,2 per year,498.24,532.34,431.21,16,13,underground garage,75 kW,Reg8,1
42,down,only partner,Female,medical,6,unknown,1,387.71,4 per year,395.62,293.52,350.1,15,8,street,25-50 kW,Reg1,0
32,stable,same,Male,normal,0,private or freelance work,1,273.89,4 per year,273.89,355.77,273.89,15,14,private garage,125-300 kW,Reg4,0
31,stable,same,Female,medical,0,private or freelance work,1,246.05,1 per year,246.06,329.64,246.06,17,14,street,75 kW,Reg7,0
42,down,only partner,Female,normal,0,private or freelance work,1,623.58,4 per year,724.36,595.24,566.95,18,17,other,25-50 kW,Reg5,0
33,stable,only partner,Female,medical,1,private or freelance work,3,189.04,1 per year,189.04,198.04,189.04,5,0,private garage,75 kW,Reg8,0
35,stable,only partner,Male,normal,0,private or freelance work,1,370.15,2 per year,370.16,422.04,356.3,12,11,private garage,75 kW,Reg3,0
37,up,young drivers,Male,normal,0,private or freelance work,2,465.19,4 per year,361.81,715.17,478.42,14,13,parking deck,25-50 kW,Reg11,0
35,down,only partner,Male,normal,2,private or freelance work,2,248.59,1 per year,253.66,219.38,228.29,11,3,underground garage,75 kW,Reg4,0
56,up,same,Male,normal,4,private or freelance work,1,1604.79,12 per year,498.04,1400.0,1651.37,16,13,street,75 kW,Reg5,0
57,stable,only partner,Female,normal,10,private or freelance work,1,172.24,1 per year,172.25,153.59,172.25,11,0,private estate,75 kW,Reg8,0
36,down,same,Male,medical,1,private or freelance work,1,272.55,4 per year,278.11,345.91,247.21,12,10,private garage,75 kW,Reg4,1
29,stable,only partner,Female,medical,3,private or freelance work,1,425.77,4 per year,425.79,399.35,410.07,14,11,private garage,75 kW,Reg8,0
34,stable,only partner,Male,medical,3,private or freelance work,1,514.17,12 per year,514.19,345.88,514.19,15,15,parking deck,75 kW,Reg7,0
42,stable,same,Male,medical,1,private or freelance work,1,203.47,2 per year,203.49,216.91,203.49,12,8,private garage,75 kW,Reg7,0
37,stable,same,Male,medical,0,private or freelance work,1,250.85,1 per year,250.86,261.51,205.86,16,7,street,100 kW,Reg5,0
56,stable,same,Male,normal,1,private or freelance work,1,218.54,1 per year,218.55,296.1,231.21,18,5,street,75 kW,Reg4,0
47,stable,only partner,Male,normal,1,private or freelance work,2,218.41,1 per year,218.43,214.21,218.43,16,3,street,100 kW,Reg4,0
50,stable,same,Female,medical,7,unknown,1,251.04,1 per year,251.04,214.89,251.04,10,2,street,150 kW,Reg5,0
26,down,same,Female,normal,1,private or freelance work,1,567.93,12 per year,592.63,527.55,493.86,10,8,street,75 kW,Reg3,0
34,stable,all drivers > 24,Female,normal,0,private or freelance work,1,280.74,1 per year,280.75,419.14,280.76,13,6,private garage,100 kW,Reg8,0
45,down,commercial,Female,normal,6,unknown,1,503.38,2 per year,513.65,460.16,462.28,14,12,unknown,75 kW,Reg3,0
61,down,same,Female,normal,6,unknown,1,274.6,4 per year,280.2,183.3,228.29,15,9,private garage,25-50 kW,Reg2,0
39,stable,same,Male,normal,1,private or freelance work,1,398.84,4 per year,398.85,468.26,406.49,13,9,private garage,100 kW,Reg5,0
41,stable,only partner,Female,medical,2,private or freelance work,1,259.0,1 per year,259.01,195.51,251.94,11,8,street,25-50 kW,Reg6,0
42,stable,only partner,Male,medical,6,unknown,1,251.76,1 per year,251.77,245.6,247.33,10,3,private garage,100 kW,Reg7,0
55,down,same,Female,normal,1,private or freelance work,1,495.55,4 per year,505.66,412.05,503.96,13,12,private garage,25-50 kW,Reg8,0
38,down,same,Male,normal,0,private or freelance work,1,584.1,4 per year,678.5,594.03,531.0,13,12,private garage,25-50 kW,Reg4,0
37,stable,only partner,Male,medical,3,private or freelance work,1,208.01,4 per year,208.02,302.38,208.02,11,3,private garage,75 kW,Reg4,0
63,down,only partner,Male,normal,1,private or freelance work,1,270.05,1 per year,275.56,286.81,257.57,13,8,private garage,150 kW,Reg3,0
23,down,same,Male,normal,2,private or freelance work,1,423.97,1 per year,432.63,435.56,370.83,13,9,other,75 kW,Reg12,0
36,down,same,Female,normal,0,private or freelance work,1,543.9,2 per year,555.0,604.11,518.0,13,11,parking deck,75 kW,Reg5,1
49,stable,only partner,Male,normal,1,private or freelance work,1,216.21,12 per year,216.22,217.65,216.22,16,5,underground garage,75 kW,Reg11,0
70,stable,same,Female,normal,8,unknown,1,348.21,12 per year,348.22,258.75,354.63,14,6,street,25-50 kW,Reg12,0
49,stable,only partner,Male,medical,2,private or freelance work,5,375.79,1 per year,375.8,350.44,393.88,13,11,private garage,25-50 kW,Reg7,0
44,stable,only partner,Male,normal,8,unknown,1,378.46,2 per year,378.46,288.61,378.46,9,0,private garage,100 kW,Reg13,0
28,down,same,Female,normal,0,private or freelance work,1,507.01,4 per year,588.95,562.69,435.84,18,15,street,75 kW,Reg7,0
38,down,all drivers > 24,Male,medical,0,private or freelance work,1,269.3,1 per year,274.8,344.44,268.84,10,6,underground garage,75 kW,Reg1,1
37,stable,all drivers > 24,Male,normal,4,private or freelance work,1,346.31,1 per year,346.32,284.3,356.32,16,6,unknown,75 kW,Reg7,0
42,stable,only partner,Male,normal,0,private or freelance work,1,269.05,1 per year,269.06,292.34,261.47,16,12,other,75 kW,Reg6,0
30,stable,same,Male,normal,0,private or freelance work,1,266.34,1 per year,266.35,332.79,254.26,16,7,parking deck,25-50 kW,Reg7,0
38,stable,only partner,Female,normal,0,private or freelance work,1,646.22,2 per year,646.24,661.5,671.55,7,6,private garage,125-300 kW,Reg7,0
57,stable,same,Female,medical,0,private or freelance work,1,125.16,1 per year,125.17,159.66,133.39,16,6,private garage,100 kW,Reg6,0
59,stable,all drivers > 24,Female,normal,5,unknown,2,284.49,12 per year,284.5,230.38,264.95,16,9,unknown,25-50 kW,Reg7,0
71,stable,only partner,Male,normal,9,unknown,1,130.0,1 per year,123.82,149.69,133.99,10,1,private estate,25-50 kW,Reg6,0
40,down,same,Female,normal,0,private or freelance work,1,268.41,2 per year,273.89,235.66,249.0,18,18,parking deck,25-50 kW,Reg7,0
32,down,only partner,Female,medical,0,private or freelance work,1,207.29,2 per year,211.53,294.6,192.3,17,8,private garage,25-50 kW,Reg8,1
30,down,same,Male,medical,0,private or freelance work,1,836.18,4 per year,971.32,873.35,760.16,14,13,parking deck,75 kW,Reg5,0
31,down,same,Male,medical,0,private or freelance work,1,542.15,4 per year,629.78,670.94,506.82,13,12,parking deck,75 kW,Reg7,0
74,down,same,Male,medical,8,private or freelance work,2,380.56,1 per year,388.33,396.86,349.84,10,2,private garage,75 kW,Reg12,0
56,stable,same,Male,medical,3,private or freelance work,1,165.16,2 per year,165.17,132.59,162.19,16,14,private garage,25-50 kW,Reg8,0
37,stable,same,Male,medical,1,private or freelance work,1,235.03,1 per year,235.03,294.88,235.03,10,5,private garage,225 kW,Reg7,0
34,down,young drivers,Male,medical,0,private or freelance work,7,250.13,1 per year,255.24,340.68,233.97,11,7,street,75 kW,Reg7,0
25,down,same,Female,normal,2,private or freelance work,1,572.53,1 per year,584.21,611.69,577.36,16,13,street,75 kW,Reg9,0
33,stable,same,Female,normal,1,private or freelance work,1,367.3,2 per year,367.31,289.89,367.31,4,3,private garage,75 kW,Reg7,0
30,down,same,Female,normal,2,private or freelance work,1,565.03,4 per year,576.56,569.83,538.12,12,9,street,25-50 kW,Reg2,0
41,stable,same,Male,normal,1,private or freelance work,1,220.62,1 per year,220.64,228.11,212.72,16,4,private garage,150 kW,Reg3,0
29,down,same,Male,normal,0,private or freelance work,1,470.58,2 per year,546.64,564.17,427.8,10,5,street,25-50 kW,Reg4,0
35,down,same,Male,normal,2,private or freelance work,3,433.6,4 per year,442.45,473.75,368.71,12,10,parking deck,25-50 kW,Reg8,0
37,stable,same,Male,normal,10,unknown,2,322.85,4 per year,322.85,183.74,322.85,10,0,street,25-50 kW,Reg4,0
33,stable,only partner,Male,normal,1,private or freelance work,2,240.6,1 per year,240.61,248.17,247.4,14,7,parking deck,25-50 kW,Reg12,0
39,stable,same,Male,medical,1,private or freelance work,2,163.37,1 per year,161.9,230.29,163.37,14,7,private garage,150 kW,Reg3,0
56,down,only partner,Male,medical,5,unknown,2,158.26,1 per year,161.49,142.11,138.41,5,0,unknown,25-50 kW,Reg7,0
50,stable,same,Male,normal,6,unknown,1,292.18,1 per year,281.46,237.07,292.18,10,2,street,75 kW,Reg3,0
57,stable,all drivers > 24,Female,normal,0,private or freelance work,1,267.48,1 per year,267.49,330.55,267.49,14,11,underground garage,125-300 kW,Reg4,0
27,down,same,Female,normal,0,private or freelance work,1,865.08,4 per year,1242.84,913.35,804.04,12,11,other,25-50 kW,Reg1,0
29,down,only partner,Female,medical,1,private or freelance work,2,318.17,1 per year,324.66,391.29,295.15,16,8,other,100 kW,Reg7,0
38,down,same,Female,normal,10,private or freelance work,1,248.19,12 per year,253.25,209.53,221.59,11,9,private garage,100 kW,Reg4,0
73,stable,same,Female,normal,9,private or freelance work,1,225.03,1 per year,225.04,293.6,210.77,18,7,private garage,75 kW,Reg5,0
55,stable,only partner,Male,medical,0,private or freelance work,1,265.89,4 per year,265.9,339.94,281.42,12,11,other,25-50 kW,Reg8,0
47,stable,only partner,Female,normal,11,private or freelance work,1,154.62,2 per year,154.62,161.55,154.62,12,1,private garage,75 kW,Reg9,0
25,stable,same,Female,normal,0,private or freelance work,1,330.61,12 per year,330.62,366.89,315.55,13,12,other,25-50 kW,Reg13,1
39,stable,same,Female,normal,5,private or freelance work,1,266.88,4 per year,259.54,234.09,266.88,13,11,parking deck,25-50 kW,Reg1,0
39,stable,same,Male,normal,1,private or freelance work,1,229.59,1 per year,229.6,343.31,240.54,16,9,underground garage,125-300 kW,Reg8,1
38,stable,only partner,Male,normal,3,private or freelance work,3,331.51,4 per year,331.51,286.91,331.51,7,3,unknown,100 kW,Reg7,1
30,down,only partner,Female,medical,0,private or freelance work,1,216.29,1 per year,220.7,266.35,198.62,15,12,private garage,75 kW,Reg3,0
56,down,same,Female,normal,3,private or freelance work,1,300.0,12 per year,306.12,367.12,288.84,15,9,street,75 kW,Reg5,0
34,stable,only partner,Male,normal,1,private or freelance work,1,260.43,2 per year,260.44,289.74,260.44,13,7,street,75 kW,Reg2,0
45,stable,same,Male,normal,0,private or freelance work,1,326.18,2 per year,326.19,400.93,313.86,16,11,street,25-50 kW,Reg9,0
46,stable,same,Female,normal,8,private or freelance work,1,179.84,1 per year,179.85,205.71,179.85,9,8,parking deck,25-50 kW,Reg10,0
51,stable,same,Female,medical,6,unknown,1,246.79,4 per year,246.8,219.94,240.13,11,4,private garage,75 kW,Reg4,0
37,stable,all drivers > 24,Male,normal,2,private or freelance work,1,283.54,1 per year,283.55,267.05,283.55,15,5,street,75 kW,Reg12,0
33,down,only partner,Male,medical,0,private or freelance work,2,312.61,1 per year,318.99,404.38,273.89,18,14,carport,75 kW,Reg8,0
49,stable,young drivers,Male,normal,9,unknown,1,545.3,12 per year,545.31,478.71,514.86,12,3,private garage,125-300 kW,Reg6,0
56,stable,same,Male,normal,1,private or freelance work,1,269.4,1 per year,269.41,297.67,269.41,15,6,other,75 kW,Reg2,0
25,down,all drivers > 24,Female,normal,2,private or freelance work,1,499.0,2 per year,520.7,588.45,425.81,10,8,street,75 kW,Reg3,0
36,down,all drivers > 24,Female,normal,0,private or freelance work,1,177.54,1 per year,181.16,221.21,161.03,18,7,private garage,25-50 kW,Reg14,0
43,down,young drivers,Male,medical,2,private or freelance work,1,281.54,1 per year,287.29,318.0,255.36,18,10,parking deck,75 kW,Reg7,0
29,down,only partner,Female,medical,0,private or freelance work,1,564.74,4 per year,656.01,593.41,499.23,7,4,parking deck,100 kW,Reg11,0
36,stable,same,Male,normal,1,private or freelance work,1,374.11,1 per year,374.12,450.51,374.12,13,6,parking deck,75 kW,Reg7,0
68,stable,only partner,Male,normal,5,private or freelance work,2,228.55,1 per year,228.56,220.97,212.28,15,0,private garage,75 kW,Reg11,1
45,stable,same,Male,medical,9,unknown,2,281.73,1 per year,281.74,212.46,262.19,10,1,private garage,100 kW,Reg8,0
39,down,only partner,Male,medical,0,private or freelance work,1,472.36,1 per year,548.7,568.36,429.41,0,0,underground garage,75 kW,Reg3,0
58,stable,all drivers > 24,Female,medical,0,private or freelance work,1,193.19,1 per year,193.2,290.69,193.2,15,6,other,75 kW,Reg7,0
29,down,all drivers > 24,Female,normal,0,private or freelance work,1,394.93,4 per year,458.76,530.55,372.44,18,17,other,25-50 kW,Reg1,0
58,stable,same,Male,medical,7,unknown,2,414.41,1 per year,414.43,315.66,414.43,13,6,private garage,100 kW,Reg5,0
38,down,only partner,Male,normal,1,private or freelance work,1,265.25,1 per year,270.66,269.9,236.12,9,4,street,100 kW,Reg11,0
39,stable,same,Male,medical,4,private or freelance work,1,479.46,1 per year,479.47,242.7,483.97,9,4,unknown,125-300 kW,Reg7,0
30,down,same,Male,medical,0,private or freelance work,1,412.58,4 per year,421.0,371.14,378.69,7,6,private garage,75 kW,Reg12,0
43,stable,same,Male,normal,1,private or freelance work,2,206.61,1 per year,206.61,274.94,206.61,12,5,private garage,125-300 kW,Reg12,0
50,stable,only partner,Female,normal,2,private or freelance work,1,214.65,4 per year,214.66,305.0,224.97,18,11,parking deck,75 kW,Reg4,0
47,stable,same,Male,medical,0,private or freelance work,1,911.0,4 per year,911.01,1248.64,911.01,17,14,private garage,75 kW,Reg4,0
26,down,same,Male,normal,2,private or freelance work,1,574.93,12 per year,599.93,649.65,529.23,16,14,underground garage,75 kW,Reg7,0
45,stable,only partner,Male,medical,1,private or freelance work,1,145.72,1 per year,145.74,215.73,145.74,14,3,other,125-300 kW,Reg8,0
71,stable,only partner,Male,normal,6,unknown,1,194.91,1 per year,194.93,182.95,189.68,6,0,private garage,100 kW,Reg14,0
22,down,same,Male,normal,0,private or freelance work,1,913.8,4 per year,1061.49,1017.74,830.74,17,14,carport,75 kW,Reg2,0
35,stable,same,Male,normal,0,private or freelance work,1,1009.1,4 per year,1009.11,1164.11,926.14,15,15,private garage,100 kW,Reg14,0
37,down,same,Male,normal,1,private or freelance work,1,584.07,4 per year,609.46,589.01,507.89,13,11,other,100 kW,Reg9,0
27,stable,young drivers,Male,medical,0,private or freelance work,1,337.06,1 per year,337.08,376.67,306.76,11,11,private garage,25-50 kW,Reg6,0
29,down,only partner,Female,medical,0,private or freelance work,1,650.18,12 per year,755.26,724.46,591.07,15,15,private garage,75 kW,Reg7,0
44,down,same,Female,medical,3,private or freelance work,1,415.46,1 per year,423.94,268.4,363.38,12,0,unknown,25-50 kW,Reg7,0
41,stable,only partner,Male,medical,9,private or freelance work,2,290.0,1 per year,290.01,381.25,290.01,16,7,private garage,75 kW,Reg3,0
61,stable,same,Male,medical,9,private or freelance work,1,117.06,1 per year,117.06,108.67,117.06,10,0,parking deck,150 kW,Reg3,1
